,Area Codes,All Ages
1358,E01008508,1617
1359,E01008509,1666
1360,E01008510,1540
1361,E01008512,1581
1362,E01008539,1446
1363,E01008540,1757
1364,E01008541,1544
1365,E01008544,1636
1366,E01008545,1306
1367,E01008511,1624
1368,E01008542,1636
1369,E01008543,2535
1370,E01008571,1905
1371,E01008572,1724
1372,E01008573,1786
1373,E01008574,1992
1374,E01008576,2041
1375,E01008533,1466
1376,E01008535,1564
1377,E01008536,1409
1378,E01008537,1203
1379,E01008575,1305
1380,E08000023,150265
1381,E01008595,1539
1382,E01008596,1450
1383,E01008597,2526
1384,E01008598,1534
1385,E01008599,1421
1386,E01008664,1603
1387,E01008665,1398
1388,E01008666,1810
1389,E01008667,1644
1390,E01008668,1666
1391,E01008673,1170
1392,E01008675,1350
1393,E01008676,1306
1394,E01008677,1335
1395,E01008678,1294
1396,E01008647,1435
1397,E01008648,1288
1398,E01008649,1675
1399,E01008651,2164
1400,E01008679,1250
1401,E01008680,1412
1402,E01008682,1260
1403,E01008683,1437
1404,E01008635,1358
1405,E01008650,1339
1406,E01008674,1267
1407,E01008681,1401
1408,E01008600,1328
1409,E01008604,1754
1410,E01008660,1359
1411,E01008661,1088
1412,E01008633,1416
1413,E01008634,1327
1414,E01008636,1431
1415,E01008637,1402
1416,E01008639,2441
1417,E01008652,1075
1418,E01008653,1201
1419,E01008654,1167
1420,E01008655,1544
1421,E01008657,1302
1422,E01008638,1280
1423,E01008640,2455
1424,E01008641,1150
1425,E01008642,1287
1426,E01008590,1420
1427,E01008591,1322
1428,E01008592,1312
1429,E01008594,1849
1430,E01008601,1585
1431,E01008669,1488
1432,E01008671,1165
1433,E01008672,1352
1434,E01008622,1734
1435,E01008625,1438
1436,E01033074,2830
1437,E01008602,1450
1438,E01008603,1312
1439,E01008608,1186
1440,E01008670,1471
1441,E01008643,1658
1442,E01008644,1548
1443,E01008645,2087
1444,E01008646,1321
1445,E01008656,1354
1446,E01008658,1413
1447,E01008593,1295
1448,E01008605,1176
1449,E01008606,1779
1450,E01008607,1493
1451,E01008609,1471
1452,E01008631,1299
1453,E01008632,1193
1454,E01008659,1480
1455,E01008662,1217
1456,E01008663,1429
1457,E01008624,1348
1458,E01008684,1106
1459,E01008685,1852
1460,E01008686,1687
1461,E01008687,1809
1462,E01008688,1366
1463,E01008689,1519
1464,E01008690,1322
1465,E01008691,1176
1466,E01008692,1443
1467,E01008627,1210
1468,E01008628,1417
1469,E01008629,1399
1470,E01008630,1429
1471,E01008610,1447
1472,E01008611,1402
1473,E01008612,1494
1474,E01008613,1524
1475,E01008616,1503
1476,E01008618,1232
1477,E01008619,1611
1478,E01008621,1400
1479,E01008614,1789
1480,E01008615,1420
1481,E01008617,1477
1482,E01008620,1417
1483,E08000024,277417
1484,E01008713,1551
1485,E01008722,1434
1486,E01008724,1106
1487,E01008726,1402
1488,E01008723,1414
1489,E01008725,1324
1490,E01008727,1444
1491,E01008728,1309
1492,E01008792,1322
1493,E01008698,1524
1494,E01008837,1271
1495,E01008838,1584
1496,E01008839,1308
1497,E01008840,1411
1498,E01008841,1321
1499,E01008712,1716
1500,E01008817,1251
1501,E01008819,1416
1502,E01008821,1505
1503,E01008822,1524
1504,E01008842,1362
1505,E01008708,1452
1506,E01008709,1312
1507,E01008711,1455
1508,E01008820,1035
1509,E01033075,2248
1510,E01008786,1564
1511,E01008787,1614
1512,E01008788,1546
1513,E01008789,1267
1514,E01008790,1447
1515,E01008791,2160
1516,E01008855,1408
1517,E01008856,1356
1518,E01008876,1486
1519,E01008877,1581
1520,E01008693,1333
1521,E01008694,1398
1522,E01008695,1491
1523,E01008696,1242
1524,E01008697,1416
1525,E01008699,1365
1526,E01008853,1349
1527,E01008854,1492
1528,E01008857,1369
1529,E01008858,1275
1530,E01008859,1412
1531,E01008860,1336
1532,E01008878,1505
1533,E01008873,1261
1534,E01008874,1761
1535,E01008875,1477
1536,E01008879,1322
1537,E01008880,1106
1538,E01008701,2079
1539,E01008704,1523
1540,E01008706,1704
1541,E01008707,1494
1542,E01008756,1479
1543,E01008762,1674
1544,E01008812,1624
1545,E01033076,2066
1546,E01008700,1669
1547,E01008703,2849
1548,E01008705,1148
1549,E01008831,2477
1550,E01008834,1847
1551,E01008810,1771
1552,E01008811,1644
1553,E01008813,1569
1554,E01008814,1539
1555,E01008757,1518
1556,E01008758,1485
1557,E01008759,1436
1558,E01008761,1432
1559,E01008702,1211
1560,E01008735,1886
1561,E01008736,1180
1562,E01008737,1305
1563,E01008738,1242
1564,E01008836,1466
1565,E01008845,1388
1566,E01008846,1113
1567,E01008847,1337
1568,E01008850,2589
1569,E01008851,1558
1570,E01008760,1527
1571,E01008830,1689
1572,E01008832,1560
1573,E01008833,1273
1574,E01008843,1293
1575,E01008844,1416
1576,E01008848,1303
1577,E01008849,1258
1578,E01008852,1167
1579,E01008867,1610
1580,E01008868,1142
1581,E01008869,1220
1582,E01008870,1361
1583,E01008871,1387
1584,E01008872,1709
1585,E01008729,1078
1586,E01008730,1588
1587,E01008731,1243
1588,E01008732,2084
1589,E01008733,1666
1590,E01008734,1321
1591,E01008740,1403
1592,E01008781,1388
1593,E01008782,1395
1594,E01008783,1402
1595,E01008784,1575
1596,E01008785,1342
1597,E01008835,1601
1598,E01008823,1419
1599,E01008824,1414
1600,E01008825,1561
1601,E01008826,1414
1602,E01008827,1203
1603,E01008828,1577
1604,E01008829,1351
1605,E01008739,1499
1606,E01008741,1405
1607,E01008779,1434
1608,E01008780,1863
1609,E01008799,1619
1610,E01008861,1490
1611,E01008862,1339
1612,E01008863,1551
1613,E01008864,1251
1614,E01008865,1350
1615,E01008866,1381
1616,E01008773,1387
1617,E01008776,1231
1618,E01008777,1306
1619,E01008778,1351
1620,E01008809,1556
1621,E01008803,1510
1622,E01008804,1669
1623,E01008805,1433
1624,E01033077,1922
1625,E01008763,1470
1626,E01008764,1432
1627,E01008766,2709
1628,E01008768,1725
1629,E01008769,1671
1630,E01008772,1340
1631,E01008774,1266
1632,E01008775,1327
1633,E01008802,1335
1634,E01008808,1368
1635,E01008793,1671
1636,E01008795,1903
1637,E01008797,2369
1638,E01008800,1450
1639,E01008801,1580
1640,E01008765,1453
1641,E01008767,1397
1642,E01008770,1285
1643,E01008771,1442
1644,E01008720,1368
1645,E01008721,1515
1646,E01008796,1761
1647,E01032483,1643
1648,E01032484,1242
1649,E01008750,2017
1650,E01008751,1234
1651,E01008752,1885
1652,E01008753,1228
1653,E01008755,1281
1654,E01008714,1600
1655,E01008715,1367
1656,E01008716,1302
1657,E01008717,1707
1658,E01008749,1317
1659,E01008754,1439
1660,E01008718,1403
1661,E01008719,1126
1662,E01008742,1590
1663,E01008747,1585
1664,E01008748,1339
1665,E01008743,1615
1666,E01008744,1816
1667,E01008745,1628
1668,E01008746,2087
1669,E06000008,148942
1670,E01012607,1453
1671,E01012608,2322
1672,E01012633,1571
1673,E01012634,1426
1674,E01012635,1801
1675,E01012636,1573
1676,E01012581,1193
1677,E01012582,1633
1678,E01012583,1664
1679,E01012587,2092
1680,E01012588,2131
1681,E01012574,1429
1682,E01012577,1985
1683,E01012578,1927
1684,E01012605,2256
1685,E01012606,1616
1686,E01012579,1653
1687,E01012580,2030
1688,E01012642,1822
1689,E01012645,2009
1690,E01012585,1632
1691,E01012586,1617
1692,E01012656,1771
1693,E01012657,2104
1694,E01012658,1784
1695,E01012629,1272
1696,E01012631,1387
1697,E01012643,1650
1698,E01012644,2452
1699,E01012655,2015
1700,E01012571,1748
1701,E01012572,1542
1702,E01012573,1678
1703,E01012575,1257
1704,E01012630,2318
1705,E01012576,1911
1706,E01012637,1673
1707,E01012638,1610
1708,E01012639,1835
1709,E01012640,1811
1710,E01012641,1831
1711,E01012595,2350
1712,E01012596,1878
1713,E01012622,1606
1714,E01012623,1415
1715,E01012624,1379
1716,E01012625,1706
1717,E01012584,1661
1718,E01012609,1472
1719,E01012610,1194
1720,E01012611,1032
1721,E01012612,1379
1722,E01012613,1328
1723,E01012600,1345
1724,E01012601,1508
1725,E01012602,1552
1726,E01012603,1677
1727,E01012604,1569
1728,E01012632,2014
1729,E01012594,1471
1730,E01012618,1550
1731,E01012619,1405
1732,E01012620,1370
1733,E01012621,1430
1734,E01012593,1682
1735,E01012597,1734
1736,E01012598,3033
1737,E01012599,1288
1738,E01012589,1328
1739,E01012590,1366
1740,E01012591,1482
1741,E01012648,1149
1742,E01012652,1446
1743,E01012617,1253
1744,E01012646,1499
1745,E01012647,1613
1746,E01012650,1315
1747,E01012649,1377
1748,E01012651,1697
1749,E01012653,1473
1750,E01012654,1762
1751,E01012614,1594
1752,E01012615,1389
1753,E01012616,1654
1754,E01012659,1354
1755,E01012660,1054
1756,E01012661,1407
1757,E01012592,1890
1758,E01012628,1193
1759,E01032485,1824
1760,E01032486,1311
1761,E06000009,139305
1762,E01012663,1574
1763,E01012664,1611
1764,E01012665,1700
1765,E01012716,1394
1766,E01012719,1425
1767,E01012662,1389
1768,E01012703,1476
1769,E01012704,1950
1770,E01012706,1526
1771,E01012717,1607
1772,E01012666,1391
1773,E01012667,1539
1774,E01012668,1579
1775,E01012669,1865
1776,E01012718,1636
1777,E01012690,1579
1778,E01012691,1949
1779,E01012692,1679
1780,E01012705,1574
1781,E01012723,1421
1782,E01012693,1550
1783,E01012711,1385
1784,E01012747,1465
1785,E01012750,1699
1786,E01012681,1514
1787,E01012683,1450
1788,E01012748,1514
1789,E01012749,1606
1790,E01012707,1216
1791,E01012720,1652
1792,E01012721,1805
1793,E01012724,1450
1794,E01012678,973
1795,E01012679,1473
1796,E01012680,1389
1797,E01012682,1428
1798,E01012684,1460
1799,E01012676,1382
1800,E01012677,1364
1801,E01012708,1264
1802,E01012709,1624
1803,E01012710,1233
1804,E01012722,1282
1805,E01012673,1359
1806,E01012675,1626
1807,E01012735,1264
1808,E01012736,1242
1809,E01012737,1515
1810,E01012670,1272
1811,E01012733,1081
1812,E01012734,1302
1813,E01012738,1294
1814,E01012739,1395
1815,E01012742,1089
1816,E01012712,1607
1817,E01012713,1853
1818,E01012715,1519
1819,E01012740,1436
1820,E01012741,1308
1821,E01012671,1429
1822,E01012672,1388
1823,E01012674,1694
1824,E01012751,1445
1825,E01012686,1437
1826,E01012687,1476
1827,E01012688,1106
1828,E01012689,1221
1829,E01012714,1609
1830,E01012695,1289
1831,E01012743,1668
1832,E01012744,1580
1833,E01012745,1663
1834,E01012746,1800
1835,E01012685,1492
1836,E01012694,1275
1837,E01012696,1542
1838,E01012697,1331
1839,E01012698,1636
1840,E01012726,1669
1841,E01012728,1532
1842,E01012752,1249
1843,E01012753,1120
1844,E01012754,1173
1845,E01012755,1394
1846,E01012701,1533
1847,E01012729,1536
1848,E01012730,1739
1849,E01012731,1519
1850,E01012732,1659
1851,E01012699,1726
1852,E01012700,1795
1853,E01012702,1391
1854,E01012725,1448
1855,E01012727,1537
1856,E06000049,380790
1857,E01018585,1354
1858,E01018586,1854
1859,E01018587,1587
1860,E01018661,1258
1861,E01018657,1131
1862,E01018662,1165
1863,E01018663,1582
1864,E01018664,1326
1865,E01018665,1104
1866,E01018655,1525
1867,E01018656,1536
1868,E01018658,1204
1869,E01018659,1244
1870,E01018660,939
1871,E01018582,1937
1872,E01018592,1729
1873,E01018593,1719
1874,E01018594,1769
1875,E01018595,1601
1876,E01018596,2051
1877,E01018583,1857
1878,E01018584,1954
1879,E01018612,1215
1880,E01018613,1525
1881,E01018600,1745
1882,E01018601,1710
1883,E01018602,1800
1884,E01018652,1707
1885,E01018598,1634
1886,E01018599,1141
1887,E01018648,2159
1888,E01018649,1374
1889,E01018650,1716
1890,E01018651,1601
1891,E01018654,2229
1892,E01018588,1564
1893,E01018589,1567
1894,E01018590,1882
1895,E01018653,2122
1896,E01018605,1050
1897,E01018609,1649
1898,E01018610,2005
1899,E01018611,1702
1900,E01018603,1253
1901,E01018604,1397
1902,E01018606,1546
1903,E01018607,1247
1904,E01018608,1315
1905,E01018666,1767
1906,E01018667,1633
1907,E01018668,1714
1908,E01018572,1829
1909,E01018573,1590
1910,E01018574,2137
1911,E01018580,1575
1912,E01018581,1159
1913,E01018575,1270
1914,E01018576,1762
1915,E01018577,2465
1916,E01018578,1222
1917,E01018579,1229
1918,E01018641,1230
1919,E01018642,1364
1920,E01018643,1894
1921,E01018644,1401
1922,E01018614,1849
1923,E01018618,1565
1924,E01018619,1460
1925,E01018620,1386
1926,E01018621,1317
1927,E01018626,2328
1928,E01018628,1547
1929,E01018629,1761
1930,E01018630,1261
1931,E01018631,1404
1932,E01018615,1102
1933,E01018616,1588
1934,E01018617,1406
1935,E01018632,1508
1936,E01018633,1520
1937,E01018622,1400
1938,E01018623,1333
1939,E01018624,1952
1940,E01018625,1423
1941,E01018627,1577
1942,E01018635,1307
1943,E01018636,1394
1944,E01018634,1779
1945,E01018645,1759
1946,E01018646,1675
1947,E01018647,1513
1948,E01018591,2323
1949,E01018597,2444
1950,E01018669,2474
1951,E01018670,2297
1952,E01018637,1745
1953,E01018638,1568
1954,E01018639,1380
1955,E01018640,1270
1956,E01018393,2666
1957,E01018411,2296
1958,E01018412,1501
1959,E01018413,1332
1960,E01018414,1438
1961,E01018415,1599
1962,E01018416,1677
1963,E01018424,1715
1964,E01018425,1619
1965,E01018426,1626
1966,E01018427,1186
1967,E01018419,1907
1968,E01018420,1943
1969,E01018421,1282
1970,E01018422,1358
1971,E01018423,1448
1972,E01018395,1835
1973,E01018396,1397
1974,E01018400,2355
1975,E01018401,1569
1976,E01018398,1452
1977,E01018399,1675
1978,E01018402,1997
1979,E01018403,1987
1980,E01018397,1960
1981,E01018408,1658
1982,E01018409,1799
1983,E01018410,1471
1984,E01018404,1405
1985,E01018405,1257
1986,E01018406,1412
1987,E01018407,1421
1988,E01018436,1575
1989,E01018437,1495
1990,E01018438,1311
1991,E01018439,1628
1992,E01018440,2454
1993,E01018441,2039
1994,E01018442,2390
1995,E01018443,1908
1996,E01018432,1383
1997,E01018433,1213
1998,E01018434,1354
1999,E01018435,1404
2000,E01018394,2221
2001,E01018417,1613
2002,E01018418,1498
2003,E01018428,1331
2004,E01018429,1575
2005,E01018430,1327
2006,E01018431,1186
2007,E01018472,1289
2008,E01018473,1616
2009,E01018474,1775
2010,E01018475,1714
2011,E01018463,1463
2012,E01018476,1373
2013,E01018477,1732
2014,E01018478,1514
2015,E01018479,1815
2016,E01018459,1440
2017,E01018460,1364
2018,E01018461,1473
2019,E01018466,2506
2020,E01018467,2841
2021,E01018482,1409
2022,E01018483,1414
2023,E01018484,2534
2024,E01018485,1567
2025,E01018499,1532
2026,E01018500,1155
2027,E01018501,1478
2028,E01018502,1581
2029,E01018462,2007
2030,E01018464,1557
2031,E01018496,1687
2032,E01018497,1206
2033,E01018498,1650
2034,E01018387,1676
2035,E01018388,1625
2036,E01018389,1598
2037,E01018390,1630
2038,E01018465,3407
2039,E01018468,1526
2040,E01018469,1716
2041,E01018470,1479
2042,E01018471,1404
2043,E01018386,1470
2044,E01018391,2079
2045,E01018392,1816
2046,E01018486,1560
2047,E01018487,1794
2048,E01018488,1579
2049,E01018489,1417
2050,E01018510,1495
2051,E01018511,1428
2052,E01018512,1669
2053,E01018513,1483
2054,E01018445,2047
2055,E01018446,1302
2056,E01018447,2070
2057,E01018448,1743
2058,E01018490,1442
2059,E01018491,1433
2060,E01018492,1063
2061,E01018505,1112
2062,E01018506,1335
2063,E01018507,1392
2064,E01018451,1330
2065,E01018454,1534
2066,E01018455,1259
2067,E01018456,1311
2068,E01018457,1553
2069,E01018493,1403
2070,E01018494,1640
2071,E01018495,1281
2072,E01018508,1215
2073,E01018509,1201
2074,E01018444,2680
2075,E01018480,2718
2076,E01018515,2322
2077,E01018516,1517
2078,E01033375,1600
2079,E01033376,1423
2080,E01033378,1568
2081,E01018452,1165
2082,E01018503,1607
2083,E01018504,1690
2084,E01033372,1220
2085,E01033373,1401
2086,E01018449,1638
2087,E01018450,2523
2088,E01018458,2106
2089,E01018481,1994
2090,E01018514,2124
2091,E06000050,340502
2092,E01018534,2553
2093,E01018535,1620
2094,E01018536,1761
2095,E01018537,1953
2096,E01018685,1391
2097,E01018686,1467
2098,E01018687,1325
2099,E01018688,1560
2100,E01018689,1422
2101,E01018690,2114
2102,E01018675,2007
2103,E01018708,2029
2104,E01018721,2148
2105,E01018518,1498
2106,E01018569,1262
2107,E01018570,1288
2108,E01018571,1316
2109,E01018546,1436
2110,E01018547,1372
2111,E01018548,1807
2112,E01018549,1319
2113,E01018532,1805
2114,E01018533,1461
2115,E01018544,1417
2116,E01018545,1881
2117,E01018519,1419
2118,E01018520,1276
2119,E01018525,1343
2120,E01018563,2805
2121,E01018564,2246
2122,E01018523,1422
2123,E01018524,1406
2124,E01018541,1359
2125,E01018542,1372
2126,E01018543,1333
2127,E01018528,1384
2128,E01018529,1419
2129,E01018530,1464
2130,E01018531,1623
2131,E01018560,1117
2132,E01018561,1187
2133,E01018562,1326
2134,E01018522,1398
2135,E01018538,1238
2136,E01018539,1047
2137,E01018540,1361
2138,E01018521,1188
2139,E01018550,1101
2140,E01018551,1515
2141,E01018552,1883
2142,E01018553,1680
2143,E01018671,1209
2144,E01018672,1564
2145,E01018673,1150
2146,E01018674,1491
2147,E01018556,1360
2148,E01018557,1393
2149,E01018558,1212
2150,E01018559,1098
2151,E01018565,1509
2152,E01018566,1233
2153,E01018567,1336
2154,E01018568,1512
2155,E01018684,2289
2156,E01018695,1748
2157,E01018696,1488
2158,E01018697,1736
2159,E01018698,1983
2160,E01018526,1581
2161,E01018527,1551
2162,E01018554,2225
2163,E01018555,1113
2164,E01018704,1468
2165,E01018705,1436
2166,E01018706,1832
2167,E01018718,1694
2168,E01018722,2291
2169,E01018713,4476
2170,E01018714,2102
2171,E01018715,1753
2172,E01018726,1566
2173,E01018727,1619
2174,E01018728,1558
2175,E01018729,1575
2176,E01018709,1471
2177,E01018710,1456
2178,E01018711,1529
2179,E01018712,1468
2180,E01018699,1571
2181,E01018701,1439
2182,E01018716,1562
2183,E01018717,1788
2184,E01018719,1395
2185,E01018720,1521
2186,E01018308,1991
2187,E01018336,1226
2188,E01018337,1313
2189,E01018338,1818
2190,E01018358,1340
2191,E01018359,1041
2192,E01018691,1641
2193,E01018693,1749
2194,E01018694,1845
2195,E01018700,1971
2196,E01018702,1392
2197,E01018703,1780
2198,E01018676,1694
2199,E01018677,1516
2200,E01018678,1235
2201,E01018679,2017
2202,E01018692,1941
2203,E01018360,2156
2204,E01018366,1487
2205,E01018367,2125
2206,E01018680,1725
2207,E01018681,1548
2208,E01018682,1060
2209,E01018683,1587
2210,E01018364,1587
2211,E01018365,2031
2212,E01018378,1236
2213,E01018379,1274
2214,E01018380,1127
2215,E01018362,1583
2216,E01018363,1000
2217,E01018374,1909
2218,E01018375,1840
2219,E01018376,1717
2220,E01018377,2134
2221,E01018309,1594
2222,E01018310,1548
2223,E01018311,1445
2224,E01018312,1504
2225,E01018349,1682
2226,E01018350,2104
2227,E01018368,1470
2228,E01018370,1576
2229,E01018313,1310
2230,E01018314,1617
2231,E01018315,1152
2232,E01018316,1441
2233,E01018317,1569
2234,E01018345,1307
2235,E01018346,1380
2236,E01018347,1318
2237,E01018383,1470
2238,E01018384,1381
2239,E01018327,2338
2240,E01018343,1524
2241,E01018361,1614
2242,E01032930,2160
2243,E01032931,1123
2244,E01018326,2457
2245,E01018328,1574
2246,E01018329,2623
2247,E01018330,1596
2248,E01018331,1644
2249,E01018733,1273
2250,E01018734,1244
2251,E01018748,1414
2252,E01018749,2649
2253,E01018319,1980
2254,E01018344,1922
2255,E01018381,1157
2256,E01018382,1531
2257,E01018736,1642
2258,E01018737,1754
2259,E01018743,1374
2260,E01018744,1665
2261,E01018732,1380
2262,E01018745,1570
2263,E01018746,1839
2264,E01018747,1593
2265,E01018323,1507
2266,E01018324,1357
2267,E01018325,1474
2268,E01018385,1930
2269,E01018730,1322
2270,E01018738,1534
2271,E01018739,1575
2272,E01018741,1246
2273,E01018320,1463
2274,E01018321,1257
2275,E01018322,1183
2276,E01018348,3606
2277,E01018731,1742
2278,E01018735,1298
2279,E01018740,1472
2280,E01018742,1796
2281,E01018332,1072
2282,E01018333,1378
2283,E01018334,1504
2284,E01018340,1411
2285,E01018341,1122
2286,E01018342,1491
2287,E01018351,1446
2288,E01018352,1741
2289,E01018353,1629
2290,E01018354,1668
2291,E01018707,1686
2292,E01018723,1237
2293,E01018724,1701
2294,E01018725,1358
2295,E01018335,2105
2296,E01018369,1665
2297,E01018371,1921
2298,E01018372,2127
2299,E01018339,2294
2300,E01018355,1296
2301,E01018356,1586
2302,E01018357,1583
2303,E01018373,2100
