LSOA11CD,LSOA11NM,welsh_speakers_percent,wimd_2019,population_count,pop_density_persqkm,over_65_count
W01001296,Merthyr Tydfil 002B,7.9,935,1600,241.8233480442537,344
W01001293,Merthyr Tydfil 004B,9.6,567,1806,1065.8011212747124,377
W01000892,Neath Port Talbot 015D,9.3,1456,1910,453.5308923398394,492
W01000812,Swansea 008C,10.1,154,1398,2705.108359133127,217
W01000893,Neath Port Talbot 003A,14.8,559,2022,135.7374936226202,422
W01000328,Flintshire 011C,9.0,441,2114,517.2751296858178,309
W01001252,Rhondda Cynon Taf 024D,10.5,1641,1505,1930.477167778348,295
W01001686,Newport 014C,10.5,808,1318,2787.6480541455157,231
W01000193,Denbighshire 015A,49.7,700,1281,84.7508088045571,256
W01001880,Cardiff 013B,9.4,61,1676,8092.708836310961,89
W01001447,Blaenau Gwent 002B,8.8,282,1570,2842.657975737824,252
W01001881,Cardiff 013C,6.3,165,1521,6105.981533520675,261
W01001800,Cardiff 005D,9.5,605,1537,4043.6727177058665,317
W01001446,Blaenau Gwent 002A,8.9,942,1348,305.23288725856486,343
W01001444,Blaenau Gwent 005B,9.1,495,1983,590.0029753049687,364
W01001784,Cardiff 026F,9.9,1676,1286,5005.8388478007,313
W01001785,Cardiff 023A,11.2,189,1191,5408.719346049046,199
W01001705,Cardiff 045C,9.0,234,1916,3298.330177311069,214
W01001704,Cardiff 041A,8.1,27,1740,5607.476635514018,190
W01001707,Cardiff 041C,9.1,116,2128,3389.0746934225194,279
W01000733,Carmarthenshire 026E,22.9,17,1305,4829.755736491488,205
W01001702,Cardiff 045A,9.3,564,1860,4387.827317763625,227
W01000976,Bridgend 003A,7.7,346,1140,109.26761940362884,193
W01000815,Swansea 003E,19.9,1570,1541,901.0642030171907,398
W01000894,Neath Port Talbot 013A,9.1,708,1433,394.46157234089407,359
W01000814,Swansea 008E,9.7,205,1574,3767.3528003829583,244
W01000813,Swansea 008D,13.5,1250,1521,2997.635001970831,315
W01001728,Cardiff 014B,23.4,1896,1457,1778.7815895495057,345
W01000592,Pembrokeshire 012D,8.9,254,1336,2477.744807121662,205
W01001939,Cardiff 032F,7.1,833,1306,892.2593427614947,37
W01001520,Torfaen 007B,11.4,975,1778,1413.4668892598777,336
W01001625,Newport 001C,8.7,1331,1172,148.95212434706352,310
W01000095,Gwynedd 012C,76.1,1481,1415,276.7996870109546,387
W01001640,Newport 004B,6.9,1595,1142,73.09595283966897,384
W01001641,Newport 004C,10.6,1660,1413,118.24465681434,389
W01000860,Swansea 027C,14.1,1881,1530,1007.5069142631371,471
W01000861,Swansea 027D,9.8,1754,1893,1584.232990208386,302
W01000826,Swansea 031D,11.2,1760,1331,1064.7148228141748,425
W01001608,Newport 008B,10.5,1426,1518,5396.373977959473,282
W01001925,Carmarthenshire 023F,32.9,908,2295,181.7490674966145,600
W01000130,Conwy 012C,27.5,1688,1848,2083.897158322057,522
W01000192,Denbighshire 016A,45.4,953,1064,19.559039254109425,294
W01000084,Gwynedd 014D,63.4,1378,1207,43.41945277819746,364
W01001628,Newport 001F,8.0,556,1059,2455.367493623928,271
W01001652,Newport 002B,8.1,79,1922,3527.2527069187004,305
W01001655,Newport 002E,7.9,1666,1563,3571.755027422304,415
W01001654,Newport 002D,8.5,1528,1640,5499.664654594231,339
W01000079,Gwynedd 013C,50.8,1018,1015,14.85560063461955,389
W01000683,Carmarthenshire 005C,44.6,648,1068,9.271090863635102,303
W01001810,Cardiff 017B,7.6,218,1705,6141.930835734871,217
W01001366,Caerphilly 019A,11.6,1138,1705,454.5818113952062,363
W01001156,Rhondda Cynon Taf 003E,13.4,1886,1418,3451.8013631937683,203
W01000798,Swansea 010C,11.5,1091,1411,3338.854708944629,433
W01000799,Swansea 010D,10.6,386,2016,3447.92201128784,172
W01000719,Carmarthenshire 010E,65.8,835,1453,47.48893667923886,352
W01001867,Cardiff 016B,8.2,103,1468,4401.799100449774,177
W01001580,Monmouthshire 002E,10.5,1071,1815,3538.701501267303,510
W01000587,Pembrokeshire 010A,7.5,734,2097,3123.789661850141,533
W01000589,Pembrokeshire 012A,8.7,684,1163,4672.559260747288,217
W01000578,Pembrokeshire 014B,10.2,1228,1614,66.38970013574102,537
W01000571,Pembrokeshire 006A,13.7,960,2314,1988.8268156424579,624
W01000570,Pembrokeshire 005C,14.7,71,1580,5571.227080394922,105
W01000573,Pembrokeshire 006B,13.5,1435,2530,1270.1440835383305,547
W01000638,Carmarthenshire 007B,30.4,369,1175,4505.36809815951,128
W01000579,Pembrokeshire 003A,37.8,1185,2486,42.209065610817476,656
W01000631,Carmarthenshire 024D,15.6,84,1806,3856.502242152465,320
W01000015,Isle of Anglesey 008C,70.5,1704,1506,847.1620633402712,482
W01000643,Carmarthenshire 006A,31.6,971,1718,2735.668789808917,251
W01000454,Powys 013A,11.4,378,1275,1256.0338882868682,363
W01000091,Gwynedd 001D,48.1,167,1223,2959.825750242013,144
W01000011,Isle of Anglesey 008B,47.4,1377,1100,1114.4883485309017,309
W01001826,Cardiff 024B,12.0,1701,1376,3526.396719630958,366
W01001827,Cardiff 024C,14.8,1811,1628,3679.09604519774,381
W01000455,Powys 013B,14.1,769,2187,619.4063668290472,460
W01001320,Merthyr Tydfil 007C,10.0,777,1403,1264.1917462605873,301
W01001322,Merthyr Tydfil 007E,11.1,552,1603,2562.7498001598724,368
W01001325,Caerphilly 003A,10.7,349,1778,899.8431094691027,282
W01001324,Merthyr Tydfil 003E,10.7,1051,2109,554.4747081712062,507
W01001327,Caerphilly 014A,11.5,1032,2426,177.26532073624298,356
W01001326,Caerphilly 003B,10.4,177,2250,1586.1825872400425,363
W01001079,The Vale of Glamorgan 012E,10.5,388,1584,10386.88524590164,203
W01001078,The Vale of Glamorgan 004D,11.8,1671,1288,6234.269119070666,298
W01001328,Caerphilly 014B,12.0,718,1551,661.943579019248,275
W01001321,Merthyr Tydfil 007D,11.8,585,1546,310.585210036764,261
W01000262,Flintshire 017C,10.4,627,1541,3859.253693964438,195
W01000265,Flintshire 012B,11.4,1520,1540,556.6399190341937,436
W01000264,Flintshire 012A,11.7,1693,1861,2446.1093585699264,274
W01000267,Flintshire 017F,10.4,1696,2053,1800.5613050342047,383
W01000263,Flintshire 017D,8.4,470,1418,2358.6161011310714,250
W01000623,Pembrokeshire 004D,23.9,1314,2005,28.184615557626643,532
W01000622,Pembrokeshire 008E,13.5,1414,1447,34.28991208322472,416
W01000625,Carmarthenshire 013A,48.6,384,1180,1379.6328773529754,229
W01001473,Blaenau Gwent 003B,8.3,53,1399,3287.1240601503755,279
W01001472,Blaenau Gwent 003A,9.7,1089,1356,1142.6645318951714,326
W01001475,Blaenau Gwent 003D,7.9,799,1195,1336.240635133624,208
W01001474,Blaenau Gwent 003C,8.5,437,1456,103.847196268348,358
W01001832,Cardiff 033C,7.5,514,1850,14296.754250386399,41
W01001833,Cardiff 033D,9.9,622,1520,8636.363636363636,177
W01001451,Blaenau Gwent 007B,8.8,312,1422,278.73608279755365,268
W01000465,Powys 018E,11.3,1605,1039,21.001524075953157,371
W01000847,Swansea 001C,32.9,964,1296,123.97049961259218,334
W01000169,Conwy 001D,15.9,521,1991,4194.227933431641,533
W01000168,Conwy 002B,20.9,590,1840,2378.182758175003,372
W01000163,Conwy 009E,20.4,193,1394,452.18632412092893,199
W01000162,Conwy 014C,63.0,1001,1983,15.719531220273204,419
W01000165,Conwy 006C,30.8,1830,2017,2544.4682729910432,657
W01000164,Conwy 009F,21.7,1328,1424,550.7851783089657,206
W01000167,Conwy 011C,22.5,615,2015,717.3882084876103,379
W01000166,Conwy 006D,28.7,1084,2671,1651.9265260684024,499
W01000057,Gwynedd 016C,63.2,889,1396,7.124506362551634,433
W01000056,Gwynedd 009A,78.2,558,1907,73.25599262446221,331
W01001499,Torfaen 011C,9.1,1306,1223,3357.1232500686247,192
W01001239,Rhondda Cynon Taf 026B,12.7,145,1383,2585.5300056085252,257
W01001238,Rhondda Cynon Taf 022C,14.0,26,1694,578.1372649397632,215
W01001264,Rhondda Cynon Taf 022F,10.0,937,2065,1201.6293279022404,113
W01001267,Rhondda Cynon Taf 007C,15.1,248,1440,105.7455058160028,267
W01000221,Denbighshire 003B,11.9,646,1314,4671.169569854248,374
W01000228,Denbighshire 004C,14.4,133,1492,2930.0864100549884,558
W01001266,Rhondda Cynon Taf 007B,13.0,114,1349,268.17486034630144,299
W01000232,Denbighshire 017B,17.0,1152,1606,4421.8061674008795,339
W01001265,Rhondda Cynon Taf 007A,17.8,487,1548,4489.5591647331785,309
W01001756,Cardiff 025B,7.6,1019,4550,6871.035940803383,201
W01000923,Neath Port Talbot 007D,12.6,1182,1435,274.63589213603564,386
W01000922,Neath Port Talbot 007C,10.3,422,1588,951.2399664550137,310
W01000925,Neath Port Talbot 003B,16.3,331,1577,82.09009609278212,312
W01000924,Neath Port Talbot 011C,6.2,338,1034,51.88549062899867,223
W01000927,Neath Port Talbot 020B,30.1,773,2100,683.8163464669489,302
W01000926,Neath Port Talbot 003C,24.5,978,1744,258.72683845891373,512
W01000413,Wrexham 010C,8.6,9,1389,5188.64400448263,105
W01000493,Powys 017E,13.0,1687,1479,307.52276791283737,368
W01000412,Wrexham 015D,30.6,893,1591,155.3331706126434,315
W01000415,Wrexham 007C,9.6,1535,1373,2820.4601479046837,428
W01000494,Powys 015E,11.8,1341,1664,30.08497559211716,444
W01000492,Powys 017D,12.9,1063,1580,2071.316203460933,447
W01000374,Wrexham 003A,12.4,600,1397,2416.9550173010384,319
W01000377,Wrexham 004A,11.5,1421,1550,852.5383642263902,293
W01000376,Wrexham 003C,9.6,1542,1357,895.2368386330652,319
W01000098,Gwynedd 006C,87.4,155,2547,2523.0312035661223,315
W01000019,Isle of Anglesey 005C,43.9,1233,1438,145.96169266841932,560
W01000099,Gwynedd 005C,70.6,1349,1756,127.34511541557585,327
W01000018,Isle of Anglesey 001C,52.4,1145,1228,89.46264133348875,372
W01000090,Gwynedd 002D,51.9,300,1427,2234.2257710975423,188
W01001851,Cardiff 012D,12.5,1703,1495,2594.5852134675465,443
W01000372,Wrexham 008C,11.2,430,1350,1563.9481000926785,270
W01000375,Wrexham 003B,11.2,1583,2196,1162.519851773425,202
W01001850,Cardiff 012C,14.5,1860,1945,4086.1344537815116,558
W01000360,Wrexham 019D,10.7,574,1275,2234.8816827344435,260
W01000153,Conwy 009D,20.5,1277,1610,315.8101216163201,475
W01001166,Rhondda Cynon Taf 016A,7.3,191,1270,325.90007441812725,259
W01000202,Denbighshire 015B,53.7,1334,1635,22.19700075754902,364
W01000283,Flintshire 008E,9.1,1294,2322,564.7573878146662,398
W01001942,Cardiff 049B,9.8,301,1664,5333.333333333333,195
W01000284,Flintshire 013C,11.4,1852,1753,2065.5119594674206,310
W01000205,Denbighshire 016B,59.2,1192,1180,12.765492493782231,319
W01001944,Cardiff 048C,11.1,1707,1425,7816.785518376302,47
W01000204,Denbighshire 013B,33.8,1607,1466,51.67102545485306,439
W01001945,Cardiff 048D,10.6,1647,2342,7253.019510684423,58
W01001946,Cardiff 049C,7.7,414,1429,6234.7294938917985,134
W01001947,Cardiff 048E,11.0,1648,2221,1955.7942937654104,73
W01000203,Denbighshire 013A,24.1,1508,2487,29.113563970823225,645
W01001943,Cardiff 048B,11.3,1221,1664,1295.1432129514321,88
W01001379,Caerphilly 013C,12.7,1390,1586,1387.9408418657565,337
W01001371,Caerphilly 022A,11.4,237,1689,2043.062779726624,262
W01001378,Caerphilly 013B,11.3,544,1493,770.9387586491789,427
W01001310,Merthyr Tydfil 002E,7.9,1012,1627,3647.982062780269,333
W01001174,Rhondda Cynon Taf 020C,7.1,83,1472,1567.9590967192164,264
W01000449,Powys 011C,8.5,1417,1541,130.2191162676717,441
W01000607,Pembrokeshire 015C,10.3,399,2331,1495.860874029391,479
W01000433,Powys 006A,25.9,1094,2270,25.024500860423924,639
W01000432,Powys 014B,15.3,1626,1153,568.1482211491083,360
W01000434,Powys 007A,4.3,1047,1632,30.05104257967577,535
W01001531,Torfaen 003D,8.2,319,1708,654.9079754601228,326
W01001530,Torfaen 003C,10.9,40,1909,6204.0948976275595,196
W01001566,Monmouthshire 005A,7.8,756,1247,28.96665466497869,331
W01001533,Torfaen 012B,12.8,1814,1572,152.74444455240632,240
W01001532,Torfaen 010E,12.8,283,1765,6139.130434782609,311
W01001898,Merthyr Tydfil 008F,7.8,502,1482,60.14976561073117,341
W01000849,Swansea 021A,6.2,269,2065,813.9214063300618,243
W01000247,Denbighshire 010C,28.5,1114,1900,74.44849339759413,579
W01000235,Denbighshire 017D,17.4,1453,1257,4516.708587854832,273
W01001751,Cardiff 027D,9.2,181,1842,6168.787675820496,208
W01001479,Blaenau Gwent 006D,8.0,35,1556,775.1706272106811,268
W01001478,Blaenau Gwent 006C,8.8,867,1414,193.85265005072526,302
W01001772,Cardiff 021A,10.9,1628,1447,4945.31784005468,388
W01000365,Wrexham 011C,14.1,1365,2104,2315.905338470005,568
W01000777,Swansea 012B,13.3,1722,1773,1744.5636131063666,471
W01000776,Swansea 030B,11.4,1611,1880,30.07013699506562,636
W01000154,Conwy 003A,19.7,1742,1431,1345.9367945823926,491
W01000774,Swansea 005B,14.1,1030,1674,3553.385693058798,384
W01001623,Newport 001A,8.8,1526,1428,1257.8173170087202,389
W01000536,Ceredigion 011E,54.9,685,1363,9.029438088064516,408
W01000537,Ceredigion 008D,49.0,776,1467,20.1501024674604,421
W01001268,Rhondda Cynon Taf 007D,16.1,286,1476,584.7628857810705,295
W01001269,Rhondda Cynon Taf 010A,14.5,869,1453,1409.1746678304723,379
W01000419,Wrexham 016D,15.1,754,1545,229.73294474513767,204
W01000498,Powys 003A,9.9,292,1490,83.00511957750952,266
W01000418,Wrexham 020E,8.5,1415,1671,117.93518152560554,408
W01000499,Powys 003B,10.9,563,1263,684.6270598438855,272
W01001393,Caerphilly 019D,12.1,407,1310,3769.784172661871,276
W01000601,Pembrokeshire 013B,8.8,62,1492,789.9195256247352,284
W01001859,Cardiff 034B,19.0,1229,1495,9926.9588313413,219
W01001858,Cardiff 034A,19.4,1316,1781,1490.2518617688895,266
W01000445,Powys 015C,10.0,1358,1501,21.436885439056265,400
W01001899,Powys 021F,46.2,667,2070,158.31497797356826,500
W01001817,Cardiff 009C,7.4,831,1377,8005.813953488373,265
W01001085,The Vale of Glamorgan 002D,11.3,1708,1576,76.21147717766075,408
W01001342,Caerphilly 021A,10.8,1665,1227,1947.619047619048,252
W01001285,Rhondda Cynon Taf 014D,11.8,639,1396,1687.6208897485494,335
W01001204,Rhondda Cynon Taf 006A,10.9,1015,1331,323.17591356076235,259
W01000401,Wrexham 005D,11.8,696,1921,3411.4722074231927,278
W01000427,Powys 011A,10.0,830,1390,7.253319306770531,433
W01000426,Powys 021A,38.6,950,1451,151.15370592218343,362
W01000348,Wrexham 006B,12.2,529,1395,2356.8170299037,228
W01001207,Rhondda Cynon Taf 006D,11.8,136,1444,835.019950268895,271
W01001286,Rhondda Cynon Taf 014E,12.3,598,1546,8128.286014721347,295
W01001284,Rhondda Cynon Taf 015E,19.7,1620,1100,5102.040816326531,150
W01001205,Rhondda Cynon Taf 006B,10.6,468,1551,353.8752880512902,389
W01000273,Flintshire 007A,10.0,672,1619,3895.572666025024,342
W01000201,Denbighshire 008B,16.8,779,1520,283.3442072886569,280
W01000280,Flintshire 010B,9.0,1588,1675,2132.399745385105,333
W01000289,Flintshire 005A,12.6,1612,1368,376.71421490334313,223
W01001588,Monmouthshire 010D,11.1,1590,1672,865.2452908300559,542
W01001504,Torfaen 013A,8.7,970,2364,2243.5228243333013,420
W01001609,Newport 015B,10.9,111,1869,5495.442516906794,124
W01001605,Newport 014A,9.3,459,1336,4797.127468581687,253
W01000190,Conwy 014D,70.8,1168,1406,11.166245219004539,344
W01000750,Swansea 002A,20.3,496,1490,637.5695335900729,382
W01000136,Conwy 006B,23.0,1610,2711,2762.661775196168,784
W01001754,Cardiff 031D,9.6,1086,1689,4577.235772357722,369
W01000829,Swansea 018C,17.3,1255,1827,553.2172596517788,447
W01000087,Gwynedd 004C,87.8,1634,1953,1039.4932935916543,390
W01000142,Conwy 010D,23.6,1739,1487,541.4557768634163,569
W01000663,Carmarthenshire 016B,67.2,1157,2447,326.758983535193,603
W01000662,Carmarthenshire 016A,58.9,1066,2188,93.70931268416365,475
W01000665,Carmarthenshire 017A,43.2,1680,1861,134.2625659228477,395
W01000660,Carmarthenshire 026B,22.1,236,1523,4320.567375886525,304
W01001796,Cardiff 002C,10.9,1679,1399,4649.3851777999325,284
W01001714,Cardiff 035A,25.5,1637,1523,4661.769207223753,268
W01001736,Cardiff 008C,12.3,1829,1508,3087.633087633087,390
W01000238,Denbighshire 006C,16.0,651,1696,4193.867457962414,245
W01001661,Newport 018C,9.1,88,2938,4917.154811715481,134
W01000871,Swansea 026B,10.0,774,1901,10856.653340948029,136
W01000870,Swansea 024D,10.9,1541,1530,5837.466615795498,199
W01000878,Swansea 007F,16.2,1330,1195,2928.2038716000984,282
W01000887,Neath Port Talbot 005A,13.5,735,2388,250.18334206390784,379
W01000886,Neath Port Talbot 017C,7.0,44,1709,6225.865209471767,222
W01000806,Swansea 003A,12.7,1088,1447,3036.088963491397,357
W01000001,Isle of Anglesey 007A,50.0,885,1067,34.634648281413824,360
W01000690,Carmarthenshire 019A,43.5,1283,1732,204.8395108451404,446
W01000611,Pembrokeshire 004C,18.9,1443,2023,57.78992804111282,582
W01000691,Carmarthenshire 019B,37.6,1396,1842,1189.8456172081906,444
W01001626,Newport 001D,8.7,1413,1356,2859.552931252636,342
W01001316,Merthyr Tydfil 005B,10.3,1343,2925,3125.3339031947858,471
W01000441,Powys 005B,10.9,1561,1479,42.4626621419097,385
W01000447,Powys 007C,12.9,1259,2002,22.696431263937274,568
W01001360,Caerphilly 002A,10.7,832,1357,92.92420206391706,276
W01001150,Rhondda Cynon Taf 003B,10.4,273,1777,3052.2157334249396,367
W01000323,Flintshire 012C,15.3,1678,1608,161.07866609233974,470
W01001606,Newport 008A,11.4,1477,1274,3080.2707930367505,272
W01000114,Gwynedd 009D,73.1,1119,1507,9.495198214625503,405
W01000507,Ceredigion 009A,43.6,1213,1263,97.74180067792412,457
W01001529,Torfaen 003B,9.6,381,2154,2727.61808281626,393
W01000732,Carmarthenshire 026D,19.4,396,1428,8771.498771498771,248
W01001871,Cardiff 037B,6.3,54,1581,3208.849198295109,176
W01001870,Cardiff 037A,9.5,535,1374,5640.394088669951,153
W01001873,Cardiff 038C,9.5,162,1775,5722.1147646679565,175
W01000728,Carmarthenshire 003D,53.5,849,2038,16.332994331537346,591
W01000729,Carmarthenshire 018C,55.2,342,1255,918.5391202517751,267
W01000837,Swansea 004D,17.5,1845,2102,615.3215655279413,390
W01000834,Swansea 011D,12.2,201,1576,1715.4675084358332,268
W01000836,Swansea 011E,7.5,279,2572,2191.920913584456,189
W01000519,Ceredigion 010A,52.9,1115,1634,32.26972274501982,488
W01000598,Pembrokeshire 009C,10.7,1142,2310,1792.6431786434887,601
W01000599,Pembrokeshire 009D,10.9,852,2010,182.78543172827722,501
W01000092,Gwynedd 001E,18.6,1566,3616,3615.638436156385,162
W01000010,Isle of Anglesey 002A,48.7,1624,1904,361.02999734536763,726
W01000093,Gwynedd 006B,83.9,1454,2341,925.0039513197407,648
W01000013,Isle of Anglesey 005B,57.5,1777,2302,99.54207187612155,678
W01000094,Gwynedd 012B,72.0,1574,1269,125.37295737912228,363
W01000116,Gwynedd 017D,35.8,1410,1722,69.05567764392616,749
W01000012,Isle of Anglesey 006B,80.5,1494,1574,421.23855911791463,418
W01000734,Carmarthenshire 026F,22.3,144,1388,6830.708661417323,168
W01001010,Bridgend 012B,10.4,489,1260,2203.182374541004,215
W01001011,Bridgend 012C,7.7,1428,1318,5505.430242272348,249
W01001092,The Vale of Glamorgan 007B,10.9,878,2083,3458.9837263367654,330
W01001091,The Vale of Glamorgan 010A,11.1,1740,1655,758.3394428152492,502
W01001093,The Vale of Glamorgan 013C,10.6,476,1805,4532.898041185334,389
W01001229,Rhondda Cynon Taf 017B,15.5,752,1399,980.5845657811734,267
W01001013,Bridgend 005B,11.3,721,1467,1012.2127923825296,394
W01001015,Bridgend 002B,11.3,322,1409,350.7680051781224,279
W01001012,Bridgend 005A,15.8,1367,1549,128.39960543439517,276
W01001228,Rhondda Cynon Taf 021D,17.2,994,1459,732.5032633798575,387
W01001090,The Vale of Glamorgan 006E,11.5,1695,1485,163.2011605415861,379
W01001018,Bridgend 002D,12.4,334,1338,4554.118447923756,247
W01001413,Caerphilly 017C,9.7,635,1841,1157.1338780641106,341
W01000207,Denbighshire 015C,48.3,1155,2348,25.097589861770853,594
W01000369,Wrexham 020F,10.5,1668,1285,1194.4599367912253,425
W01000522,Ceredigion 010B,50.7,790,1214,19.96323082033421,391
W01000286,Flintshire 013E,12.3,1846,2239,682.7468439348662,316
W01000206,Denbighshire 013C,37.5,1253,2163,46.9830291998549,470
W01000287,Flintshire 001A,22.9,409,1743,193.88209121245828,540
W01000525,Ceredigion 011A,46.5,1875,1167,355.38096108167366,457
W01000524,Ceredigion 005B,54.0,1040,1951,48.7086344855135,557
W01000285,Flintshire 013D,8.6,1876,1460,685.6391471776087,439
W01000523,Ceredigion 001C,52.9,1214,1863,14.60431936659742,436
W01000158,Conwy 004D,21.1,1506,1526,1824.7040535692931,672
W01000588,Pembrokeshire 010B,9.9,298,2355,475.52701720377996,401
W01001535,Torfaen 012D,8.9,1401,1273,1337.4658541710444,300
W01001534,Torfaen 012C,10.3,1060,1468,1489.7503551857114,330
W01001537,Torfaen 007E,8.0,1467,1187,320.15319883482584,297
W01001358,Caerphilly 006C,9.4,251,1510,710.9562597109093,328
W01001359,Caerphilly 006D,10.0,929,1633,330.3795419600226,315
W01001350,Caerphilly 009C,8.8,945,1821,2873.146102871568,381
W01001351,Caerphilly 005D,9.7,1682,1463,629.6535399182268,434
W01000318,Flintshire 016F,15.5,295,1263,3932.129514321295,246
W01000399,Wrexham 013B,17.9,1548,1074,207.4440345353756,259
W01000251,Flintshire 013A,11.7,1272,1624,2509.6584762787825,298
W01001390,Caerphilly 006E,11.0,1733,1982,976.0181218299107,331
W01000341,Wrexham 009A,10.8,961,1608,2809.2243186582814,290
W01001173,Rhondda Cynon Taf 020B,7.1,96,1283,1881.7835142270455,243
W01000544,Ceredigion 007C,41.5,1076,977,423.7141122387024,288
W01001417,Caerphilly 008D,15.0,1565,1423,2274.98001598721,286
W01001583,Monmouthshire 007B,8.5,1382,1674,56.67966845441248,457
W01001774,Cardiff 018D,13.5,1855,1389,6000.0,303
W01001646,Newport 015E,7.6,134,1855,2484.2640953528853,307
W01001647,Newport 015F,7.0,740,2167,167.80368440207837,415
W01000143,Conwy 007B,18.1,477,1550,9847.522236340534,246
W01000144,Conwy 007C,16.5,20,1353,1806.8910256410254,175
W01000145,Conwy 008B,25.3,792,1263,641.084208923405,271
W01000246,Denbighshire 010B,19.5,1020,1684,605.842567275867,399
W01000146,Conwy 001B,15.3,623,2070,1697.6953989994256,490
W01000147,Conwy 001C,16.9,1107,1504,365.79433797061967,644
W01000148,Conwy 015D,63.5,1267,1160,918.8118811881187,205
W01000149,Conwy 005A,8.5,296,1497,1847.920009875324,524
W01000244,Denbighshire 014C,49.4,1887,1648,652.8283948661067,467
W01001869,Cardiff 038A,10.0,416,1300,7373.794668179241,180
W01001274,Rhondda Cynon Taf 013B,11.0,4,1239,1729.4807370184253,168
W01001584,Monmouthshire 008B,11.7,1252,1878,3768.8139674894646,323
W01000104,Gwynedd 008C,86.8,1090,1892,259.3663892963384,443
W01000184,Conwy 005E,10.8,439,2322,409.66831333803816,769
W01000186,Conwy 001E,20.4,364,1761,3077.05748733182,405
W01000185,Conwy 015E,45.6,1195,1280,24.76233957679614,334
W01000187,Conwy 002C,25.4,78,1600,1691.153155057605,219
W01000107,Gwynedd 010E,66.8,1082,1244,12.535318562348097,368
W01000106,Gwynedd 010D,57.0,1661,1601,184.91995657095336,624
W01000105,Gwynedd 010C,80.1,1141,1844,407.14490737674146,428
W01000102,Gwynedd 002E,58.1,1633,1428,491.39710942876803,325
W01001683,Newport 006D,9.9,1005,1101,2823.0769230769233,181
W01000118,Gwynedd 007D,75.8,1006,1728,32.46698344522042,330
W01001463,Blaenau Gwent 006B,8.4,1183,1926,4326.145552560646,403
W01000540,Ceredigion 005E,53.3,981,1127,89.02053712480253,360
W01000971,Neath Port Talbot 004G,33.6,872,1428,743.0920539105999,259
W01000543,Ceredigion 011C,49.4,802,1946,9.847689740083739,500
W01001497,Torfaen 011A,9.1,511,1441,2951.0546795003074,312
W01000500,Powys 003C,12.5,1093,1510,123.41037627905456,329
W01001926,Conwy 011F,35.8,1500,2253,128.9063840986852,635
W01000135,Conwy 006A,22.5,1856,2185,1275.7634144917379,944
W01000344,Wrexham 007B,9.3,1776,1240,3788.5731744576838,464
W01001660,Newport 018B,7.2,241,2196,502.81632092320376,226
W01001663,Newport 008C,7.9,329,1384,3646.9038208168654,385
W01001662,Newport 018D,7.1,10,1491,4565.217391304349,198
W01001665,Newport 008D,10.2,645,1593,3926.546709391176,435
W01000518,Ceredigion 003C,34.2,1045,1034,1552.0864605223653,266
W01000835,Swansea 013E,7.3,157,1499,4353.761254719721,309
W01000832,Swansea 011B,6.9,22,1661,3253.6728697355543,235
W01001343,Caerphilly 021B,13.7,1638,1145,189.44094240664447,255
W01001344,Caerphilly 020C,9.7,1054,1636,1583.1236694406812,404
W01001345,Caerphilly 021C,11.1,43,1450,2595.31054233041,160
W01001346,Caerphilly 020D,11.6,826,1627,1587.317073170732,351
W01001347,Caerphilly 005C,10.3,1009,1445,2549.8500088230107,356
W01001138,Rhondda Cynon Taf 005B,8.3,243,1271,4586.791771923493,250
W01001139,Rhondda Cynon Taf 005C,10.2,841,1671,8325.859491778774,265
W01001340,Caerphilly 020A,12.5,1652,1819,219.60112033996518,398
W01001341,Caerphilly 020B,11.0,293,1775,2364.4598374850148,369
W01001525,Torfaen 003A,8.6,343,1775,863.4948433547384,328
W01000970,Neath Port Talbot 005D,10.2,722,1251,2012.5482625482625,284
W01000272,Flintshire 006D,16.9,1557,1787,44.78977379535058,542
W01000275,Flintshire 007C,12.2,1458,1246,200.9482953262588,237
W01000274,Flintshire 007B,7.5,231,1718,519.1273342599867,295
W01001148,Rhondda Cynon Taf 002A,12.2,586,1811,4794.81069631983,313
W01001187,Rhondda Cynon Taf 001B,17.9,691,1384,1585.3379152348223,287
W01001149,Rhondda Cynon Taf 003A,10.9,736,1505,2143.874643874644,308
W01001030,Bridgend 019B,7.4,1433,1850,1529.3047863106556,524
W01001031,Bridgend 018A,8.1,1767,1473,1599.8696643857934,555
W01001104,The Vale of Glamorgan 004E,8.4,1543,1919,1186.3254203758654,461
W01001185,Rhondda Cynon Taf 022A,12.5,390,1971,4599.766627771295,364
W01001755,Cardiff 025A,15.3,1379,1428,6822.742474916388,81
W01001240,Rhondda Cynon Taf 026C,13.1,1308,1989,364.86040283230005,419
W01001032,Bridgend 018B,8.7,1669,1756,549.2477557786744,584
W01001033,Bridgend 003E,7.1,912,1763,192.34545811604005,349
W01001034,Bridgend 003F,6.3,401,1446,625.5407509949819,293
W01001035,Bridgend 014E,6.8,326,1802,3774.6124842899044,214
W01001107,The Vale of Glamorgan 011B,6.9,1655,1568,1148.2132396016405,548
W01001036,Bridgend 017D,12.7,1734,1542,2145.2420701168617,376
W01001243,Rhondda Cynon Taf 030E,12.3,438,1525,1860.890787065284,334
W01001186,Rhondda Cynon Taf 001A,17.1,996,1785,3931.718061674009,281
W01001037,Bridgend 013B,9.8,1635,1687,671.3626233683541,447
W01001106,The Vale of Glamorgan 011A,10.0,1822,1471,3392.527675276753,353
