LA Name,LA Code,QS113: One person household: Total %,KS301: Day-to-day activities limited a lot %,LC3304: Provides unpaid care age 65+: Total %
Wrexham 020A,W01000383,18.9,6.3,1.9
Wrexham 012B,W01000382,49,12.3,1.4
Wrexham 012A,W01000381,43.8,14.2,3.4
Wrexham 004D,W01000380,21.7,19.9,0.9
Wrexham 004C,W01000379,35.3,14.1,2.3
Wrexham 004B,W01000378,22.2,9.1,1.2
Wrexham 004A,W01000377,22.1,8.6,2.3
Wrexham 003C,W01000376,19.6,9.4,2.4
Wrexham 003B,W01000375,27,6.5,1.1
Wrexham 003A,W01000374,31.1,12.3,2.8
Wrexham 005B,W01000373,27.8,12,2.3
Wrexham 008C,W01000372,44,11.4,1.2
Wrexham 008B,W01000371,34.2,6.1,2
Wrexham 020G,W01000370,34.8,12.1,2.1
Wrexham 020F,W01000369,31.8,11.3,4.1
Wrexham 008A,W01000368,29.1,9.4,4.1
Wrexham 014B,W01000367,27.8,8.2,2.7
Wrexham 014A,W01000366,31.5,13.2,1.9
Wrexham 011C,W01000365,21.7,10.3,2.5
Wrexham 006E,W01000364,28.3,10.2,2.7
Wrexham 006D,W01000363,36.6,14.6,3.3
Wrexham 006C,W01000362,26.4,10.9,1.6
Wrexham 019E,W01000361,33.1,9.6,3
Wrexham 019D,W01000360,32.5,13.6,2.3
Wrexham 019C,W01000359,26,8.5,2.5
Wrexham 017C,W01000356,21.1,13.8,2.2
Wrexham 017B,W01000355,41.4,17.2,2.9
Wrexham 017A,W01000354,24.6,12.6,3.4
Wrexham 010B,W01000353,32.2,11.1,1.7
Wrexham 010A,W01000352,28.4,19.5,2.7
Wrexham 005A,W01000351,24.6,11.2,1.6
Wrexham 011B,W01000350,38.5,8.8,1.3
Wrexham 011A,W01000349,34.5,9.4,2
Wrexham 006B,W01000348,31.5,11.7,1.9
Wrexham 006A,W01000347,26.9,7.4,1.4
Wrexham 018B,W01000346,18.7,5.8,2.5
Wrexham 018A,W01000345,26.6,7.6,3.9
Wrexham 007B,W01000344,25.8,8.7,5.1
Wrexham 007A,W01000343,25.7,10.5,6.5
Wrexham 009B,W01000342,38.1,16,3.3
Wrexham 009A,W01000341,31.1,12.5,2.8
Flintshire 002C,W01000340,23.3,8.4,2.5
Flintshire 019D,W01000339,25.4,9.2,4.2
Flintshire 001C,W01000338,26.9,11.6,3.1
Flintshire 009F,W01000337,34.4,9.9,2.5
Flintshire 009E,W01000336,29.4,12.4,1.6
Flintshire 009D,W01000335,38.5,16.9,3.2
Flintshire 009C,W01000334,34.9,10,1.9
Flintshire 009B,W01000333,33.6,12.9,1.5
Flintshire 009A,W01000332,26,7.6,1.7
Flintshire 015F,W01000331,22,6.9,1.7
Flintshire 015E,W01000330,31.3,9.5,1.6
Flintshire 015D,W01000329,31.9,8.2,1.7
Flintshire 011C,W01000328,33.3,10.9,2.2
Flintshire 018C,W01000327,21.9,6.9,3
Flintshire 018B,W01000326,23,6.9,3.2
Flintshire 010D,W01000325,21.9,7.6,2.5
Flintshire 012D,W01000324,20.7,5.5,3.3
Flintshire 012C,W01000323,25.7,7.6,2.9
Flintshire 014E,W01000322,23.3,8.8,2.6
Flintshire 014D,W01000321,20.6,6.7,2.7
Flintshire 002B,W01000320,27.6,13.4,2.6
Flintshire 016G,W01000319,42.7,10.6,2.7
Flintshire 016F,W01000318,27.4,11.6,1.9
Flintshire 016E,W01000317,12.8,3.7,2.4
Flintshire 016D,W01000316,22.5,7.7,3.5
Flintshire 016C,W01000315,31.8,11.4,4.5
Flintshire 016B,W01000314,42.3,12,4.4
Flintshire 016A,W01000313,27.8,8.6,2.4
Flintshire 011B,W01000312,33,11.3,3.7
Flintshire 011A,W01000311,29.7,9,2.6
Flintshire 020D,W01000310,24.5,8.8,3.4
Flintshire 019C,W01000309,29.8,9.7,2.7
Flintshire 020C,W01000308,26.1,9.7,2.7
Flintshire 020B,W01000307,20.6,8.1,1.8
Flintshire 002A,W01000306,24.8,11.1,2.5
Flintshire 003F,W01000305,32,11,2.3
Flintshire 003E,W01000304,40.6,14.5,1.8
Flintshire 018A,W01000303,19.1,5.2,2.7
Flintshire 013F,W01000302,29.2,10.3,4.4
Flintshire 006E,W01000301,24.8,7.8,2.9
Flintshire 019B,W01000300,26.9,7.6,2.8
Flintshire 019A,W01000299,24.2,7.6,3.8
Flintshire 001B,W01000298,30.8,15,3.8
Flintshire 003D,W01000297,24.6,7.4,1.6
Flintshire 003C,W01000296,33.5,16,3.1
Flintshire 005D,W01000295,21.9,13.6,2.6
Flintshire 005C,W01000294,16.5,7.1,2.1
Flintshire 004D,W01000293,29.4,10.6,2.3
Flintshire 004C,W01000292,22.5,11.3,1
Flintshire 005B,W01000291,22.9,7.1,1.6
Flintshire 004B,W01000290,44.7,17.8,4.5
Flintshire 005A,W01000289,15.8,6.5,2.4
Flintshire 004A,W01000288,39.1,15.6,2.8
Flintshire 001A,W01000287,35.5,16.4,4.7
Flintshire 013E,W01000286,24.8,3.9,1.2
Flintshire 013D,W01000285,18.4,6.4,3.7
Flintshire 013C,W01000284,21.9,5.9,2.2
Flintshire 008E,W01000283,25.5,8.5,3
Flintshire 010C,W01000282,7.5,2.5,0.6
Flintshire 008D,W01000281,23.7,7.6,2.6
Flintshire 010B,W01000280,20.5,10.3,3.2
Flintshire 008C,W01000279,23.5,10.8,4.1
Flintshire 007D,W01000278,32.2,10.9,0.6
Flintshire 008B,W01000277,17.2,4.7,1.2
Flintshire 008A,W01000276,16.2,4.2,0.4
Flintshire 007C,W01000275,23.4,7.3,1.9
Flintshire 007B,W01000274,42.3,12.6,1.6
Flintshire 007A,W01000273,25.3,9.7,3.2
Flintshire 006D,W01000272,20.5,9.3,2.7
Flintshire 006C,W01000271,32,10.4,2.9
Flintshire 006B,W01000270,21.7,8.5,1.9
Flintshire 020A,W01000269,34.3,13.5,2.7
Flintshire 013B,W01000268,20.7,6.4,2.5
Flintshire 017F,W01000267,28.7,9.3,3.8
Flintshire 017E,W01000266,31.1,8.4,3.6
Flintshire 012B,W01000265,29,9.8,3.3
Flintshire 012A,W01000264,23.5,6.5,2
Flintshire 017D,W01000263,36.5,13,1.6
Flintshire 017C,W01000262,32.2,9.3,2.1
Flintshire 014C,W01000261,26.4,10.7,2.7
Flintshire 017B,W01000260,24.9,7.8,3.5
Flintshire 017A,W01000259,39,13.9,3.2
Flintshire 006A,W01000258,26.3,10.3,3.5
Flintshire 015C,W01000257,23.6,7.1,2.4
Flintshire 015B,W01000256,28.3,7.4,2
Flintshire 015A,W01000255,24.5,8.1,2.8
Flintshire 003B,W01000254,29.3,13.3,2.4
Flintshire 003A,W01000253,25,10.2,3.2
Flintshire 010A,W01000252,23.5,11.2,5.2
Flintshire 013A,W01000251,27.5,8.8,2.1
Flintshire 014B,W01000250,22.9,8.2,4.5
Flintshire 014A,W01000249,22,6.4,3.1
Denbighshire 008D,W01000248,24,8.6,2.7
Denbighshire 010C,W01000247,29.7,14.9,3.8
Denbighshire 010B,W01000246,30.9,13,3.3
Denbighshire 010A,W01000245,31.9,10.9,4
Denbighshire 014C,W01000244,26.1,7.2,3.2
Denbighshire 014B,W01000243,37.8,9.3,2.9
Denbighshire 014A,W01000242,39.4,11.5,2.9
Denbighshire 004F,W01000241,29.7,14,1.7
Denbighshire 004E,W01000240,59.6,18.9,1.4
Denbighshire 004D,W01000239,52.7,18.6,2
Denbighshire 006C,W01000238,24.3,10.2,1.9
Denbighshire 006B,W01000237,22.8,15,1.8
Denbighshire 006A,W01000236,33.7,14.5,2.3
Denbighshire 017D,W01000235,28.1,10.7,3.2
Denbighshire 017G,W01000234,26.5,14.2,2
Denbighshire 017C,W01000233,28.3,14.7,4.9
Denbighshire 017B,W01000232,26.8,12,3.3
Denbighshire 017A,W01000231,29.4,13.7,3.4
Denbighshire 017F,W01000230,29.5,15.3,4.8
Denbighshire 017E,W01000229,33,18.2,5.5
Denbighshire 004C,W01000228,41.2,16.7,3.8
Denbighshire 004B,W01000227,39.3,15.7,5.7
Denbighshire 004A,W01000226,33,20.3,6.4
Denbighshire 009D,W01000225,34.1,9.9,3.3
Denbighshire 009C,W01000224,33.1,11.1,3.6
Denbighshire 009B,W01000223,26.9,10.6,3.2
Denbighshire 003C,W01000222,35.8,17.8,6.6
Denbighshire 003B,W01000221,37.8,14,4.4
Denbighshire 001C,W01000220,38.8,25,8.2
Denbighshire 001B,W01000219,27.1,12.5,3
Denbighshire 001A,W01000218,35.3,14.6,4.2
Denbighshire 008C,W01000217,27.6,11.6,3.1
Denbighshire 002D,W01000216,28.5,13.1,2.6
Denbighshire 002C,W01000215,23.9,10.2,5.6
Denbighshire 002B,W01000214,27.6,14.6,3.5
Denbighshire 002A,W01000213,35.7,15.7,4.2
Denbighshire 003A,W01000212,26.3,11.8,4.5
Denbighshire 012D,W01000211,23.8,8.9,3.6
Denbighshire 016E,W01000210,31.5,11.3,3.1
Denbighshire 016D,W01000209,34.7,10.9,4.4
Denbighshire 016C,W01000208,40.8,12.1,3.2
Denbighshire 015C,W01000207,26.4,7.3,2.3
Denbighshire 013C,W01000206,24.6,8.9,3.2
Denbighshire 016B,W01000205,30.3,8.8,3.2
Denbighshire 013B,W01000204,29.1,8.1,2.1
Denbighshire 013A,W01000203,23.9,7.6,2.8
Denbighshire 015B,W01000202,22,4.9,2
Denbighshire 008B,W01000201,32,10.1,2.3
Denbighshire 008A,W01000200,23.7,8.7,3.6
Denbighshire 011C,W01000199,30.5,11.7,3.3
Denbighshire 011B,W01000198,32.7,14,1.8
Denbighshire 012C,W01000197,30.8,10.2,2
Denbighshire 012B,W01000196,19.7,7,1.4
Denbighshire 012A,W01000195,31,9.2,4.4
Denbighshire 011A,W01000194,38.4,10.7,1.5
Denbighshire 015A,W01000193,33.2,8,1.8
Denbighshire 016A,W01000192,31.5,9.2,3.1
Denbighshire 009A,W01000191,22.9,10.1,2.8
Conwy 014D,W01000190,29.7,9.6,2.9
Conwy 015F,W01000189,32.6,6.4,2
Conwy 002D,W01000188,28.8,10.6,4.1
Conwy 002C,W01000187,34.1,10.8,1.3
Conwy 001E,W01000186,45.8,15.5,3
Conwy 015E,W01000185,33.4,11.3,3.3
Conwy 005E,W01000184,30.4,20.5,4.5
Conwy 008E,W01000183,39,14.8,3.4
Conwy 007D,W01000182,51.5,20.4,3.4
Conwy 008D,W01000181,21.6,6.2,1.7
Conwy 008C,W01000180,19.4,8.9,2.5
Conwy 010F,W01000179,33.8,14,6.1
Conwy 010E,W01000178,37.9,15.5,2.2
Conwy 011E,W01000177,19.4,9.2,4.2
Conwy 011D,W01000176,36.6,11.3,2.6
Conwy 003D,W01000175,31,11.8,6.2
Conwy 003C,W01000174,29,9.7,4.4
Conwy 003B,W01000173,31.4,6.2,2.5
Conwy 013E,W01000172,35.6,10,1.9
Conwy 013D,W01000171,35.9,11.9,3.1
Conwy 013C,W01000170,28.2,9.3,2.4
Conwy 001D,W01000169,51.2,17.5,3.2
Conwy 002B,W01000168,31.3,9.6,2.5
Conwy 011C,W01000167,29.4,11.6,2.3
Conwy 006D,W01000166,29.2,11.6,3
Conwy 006C,W01000165,29.4,9.3,4.9
Conwy 009F,W01000164,23,6.7,1
Conwy 009E,W01000163,22.9,10.3,1.7
Conwy 014C,W01000162,26,8.3,2.8
Conwy 014B,W01000159,25.5,10.3,3.5
Conwy 004D,W01000158,34.9,15.1,7.4
Conwy 004C,W01000157,45.8,13.5,2.7
Conwy 004B,W01000156,47.1,16.8,6.5
Conwy 004A,W01000155,38,15,3.7
Conwy 003A,W01000154,31.8,14.9,4.2
Conwy 009D,W01000153,31.1,10.8,4.5
Conwy 005D,W01000152,27.2,18.2,4.5
Conwy 005C,W01000151,23.8,13.5,3.1
Conwy 005B,W01000150,25.5,13.2,3.3
Conwy 005A,W01000149,30.4,23.3,5.3
Conwy 015D,W01000148,26,9.5,1.8
Conwy 001C,W01000147,44.2,13.9,3.8
Conwy 001B,W01000146,45.8,10.6,2.7
Conwy 008B,W01000145,33.4,11.8,3.3
Conwy 007C,W01000144,46.5,12.9,1.1
Conwy 007B,W01000143,30.5,9.7,1.5
Conwy 010D,W01000142,26.4,13.2,6.3
Conwy 010C,W01000141,35.5,16.4,7.3
Conwy 010B,W01000140,33,11.5,3
Conwy 007A,W01000139,31.1,9.6,3.4
Conwy 008A,W01000138,39.4,13,3.8
Conwy 015C,W01000137,25.7,7.8,3.2
Conwy 006B,W01000136,37.7,11.9,3.6
Conwy 006A,W01000135,34,11.6,6.2
Conwy 015B,W01000134,37.8,12.7,2.8
Conwy 002A,W01000133,35.7,11.9,6
Conwy 001A,W01000132,43.9,15,3.4
Conwy 012D,W01000131,27.8,9.2,3.7
Conwy 012C,W01000130,40.5,9.8,3.1
Conwy 012B,W01000129,37.2,11.5,3
Conwy 009C,W01000128,40.2,11.8,2.6
Conwy 009B,W01000127,28,13,3.7
Conwy 009A,W01000126,30.1,9.8,2.3
Conwy 013B,W01000125,34.2,10.3,3.4
Conwy 012A,W01000124,29.9,8.3,4
Conwy 013A,W01000123,33.9,11.8,2.9
Conwy 014A,W01000122,27.8,8.5,3.2
Conwy 015A,W01000121,34.1,7.6,1.8
Gwynedd 004D,W01000119,35.6,9,1.8
Gwynedd 007D,W01000118,31.5,7.7,2.7
Gwynedd 017E,W01000117,40.3,14.6,3.4
Gwynedd 017D,W01000116,41.3,12.7,5.6
Gwynedd 003E,W01000115,26.1,7.2,2.4
Gwynedd 009D,W01000114,34.2,10,2.7
Gwynedd 009C,W01000113,36.6,10.7,2.6
Gwynedd 008D,W01000112,35.7,13.2,3
Gwynedd 007C,W01000111,45.3,12.5,2
Gwynedd 006D,W01000110,23,9.1,2.7
Gwynedd 012E,W01000109,40.1,10.8,2.3
Gwynedd 012D,W01000108,41.2,8.2,2.5
Gwynedd 010E,W01000107,38.4,11,2.1
Gwynedd 010D,W01000106,42.2,12.7,5.1
Gwynedd 010C,W01000105,38.1,10,3
Gwynedd 008C,W01000104,35.1,11.3,3.2
Gwynedd 005D,W01000103,31.7,8.5,3
Gwynedd 002E,W01000102,32.7,11.1,1.5
Gwynedd 013D,W01000101,34.6,9.6,2
Gwynedd 010B,W01000100,34.8,7.4,4.3
Gwynedd 005C,W01000099,28.6,6.8,2
Gwynedd 006C,W01000098,29.8,13.7,1.7
Gwynedd 003D,W01000097,38.6,10.5,1.7
Gwynedd 003C,W01000096,28.3,12.2,1.9
Gwynedd 012C,W01000095,36.4,8.4,2.9
Gwynedd 012B,W01000094,38.5,8.2,2.7
Gwynedd 006B,W01000093,40.2,10.5,3.2
Gwynedd 001E,W01000092,30.4,2.5,0.4
Gwynedd 001D,W01000091,40.8,13.2,1.2
Gwynedd 002D,W01000090,24.1,12.7,1.1
Gwynedd 011D,W01000089,28.6,7.6,2.5
Gwynedd 007B,W01000088,28.2,9,2.3
Gwynedd 004C,W01000087,26.1,10.5,2
Gwynedd 008B,W01000086,30.1,11,2.9
Gwynedd 017C,W01000085,37.6,12.3,4.8
Gwynedd 014D,W01000084,36.9,7.9,3.3
Gwynedd 015D,W01000083,32.9,5.3,2.9
Gwynedd 015C,W01000082,25,8.4,2.5
Gwynedd 005B,W01000081,37.1,11.7,2.2
Gwynedd 014C,W01000080,43.2,12.3,5.4
Gwynedd 013C,W01000079,39.4,12,3.6
Gwynedd 011C,W01000078,34.6,9.7,2.9
Gwynedd 001C,W01000077,36.9,8.4,1.2
Gwynedd 001B,W01000076,37.6,7.5,1.6
Gwynedd 002C,W01000075,32.2,7.8,1.3
Gwynedd 013B,W01000074,38.4,10.8,3.8
Gwynedd 008A,W01000073,31.1,9.2,2.7
Gwynedd 002B,W01000072,28.4,7.7,3.5
Gwynedd 003B,W01000071,35.5,8,1.4
Gwynedd 012A,W01000070,30.2,9,3.2
Gwynedd 013A,W01000069,38.9,11.3,5.5
Gwynedd 016E,W01000068,42,12.1,2.6
Gwynedd 016D,W01000067,44.4,9.5,3.5
Gwynedd 010A,W01000066,30.2,10.7,3.1
Gwynedd 009B,W01000065,46.4,12.5,2.4
Gwynedd 002A,W01000064,21.9,7.7,2.1
Gwynedd 005A,W01000063,32.3,9.8,2
Gwynedd 001A,W01000062,33.5,4.1,0.6
Gwynedd 011B,W01000061,37.5,11.8,4
Gwynedd 015B,W01000060,35.3,8.2,3
Gwynedd 006A,W01000059,41.2,15.9,2.5
Gwynedd 016C,W01000057,34,8,4
Gwynedd 009A,W01000056,41,11.4,2
Gwynedd 007A,W01000054,28.8,11.3,2.8
Gwynedd 004B,W01000053,30.2,7.9,2.2
Gwynedd 004A,W01000052,23,6.8,2.5
Gwynedd 015A,W01000051,41.1,9.3,2.9
Gwynedd 003A,W01000050,28.6,7.8,1.9
Gwynedd 016B,W01000049,52.7,10.9,2.6
Gwynedd 016A,W01000048,37.3,12.1,4.6
Gwynedd 011A,W01000047,33.8,8.9,2.7
Isle of Anglesey 004F,W01000044,26.9,10.1,5.2
Isle of Anglesey 004E,W01000043,32.6,12.6,4.1
Isle of Anglesey 008D,W01000042,31.4,8.3,2
Isle of Anglesey 006D,W01000041,31.2,12.8,1.6
Isle of Anglesey 004D,W01000040,33.1,13.3,5.5
Isle of Anglesey 004C,W01000039,30.1,12.8,4.4
Isle of Anglesey 009D,W01000038,32,13.3,3.4
Isle of Anglesey 003G,W01000037,36.7,12.9,3.5
Isle of Anglesey 003F,W01000036,44.4,14.2,2.5
Isle of Anglesey 005E,W01000035,30.5,9.4,2.7
Isle of Anglesey 004B,W01000034,30,11.4,3.6
Isle of Anglesey 003E,W01000033,40.7,15,2.4
Isle of Anglesey 002D,W01000032,32.8,11.7,4.2
Isle of Anglesey 001E,W01000031,29.6,11.8,2.8
Isle of Anglesey 003D,W01000030,34.8,12.8,2.3
Isle of Anglesey 003C,W01000029,41.2,12.6,2.5
Isle of Anglesey 001D,W01000028,27.4,10,2.7
Isle of Anglesey 009C,W01000027,31.7,10,2.3
Isle of Anglesey 005D,W01000026,35.7,13.3,4.5
Isle of Anglesey 009B,W01000025,27.8,9.6,2.6
Isle of Anglesey 007E,W01000024,20.5,5.3,0.9
Isle of Anglesey 007D,W01000023,29.4,13.1,2.4
Isle of Anglesey 004A,W01000022,26.6,10.8,3.1
Isle of Anglesey 002C,W01000021,28.2,14.4,4
Isle of Anglesey 002B,W01000020,28,10,3.7
Isle of Anglesey 005C,W01000019,31.7,15.9,5.8
Isle of Anglesey 001C,W01000018,36.4,13.2,3.3
Isle of Anglesey 003B,W01000017,30.1,10.2,2.1
Isle of Anglesey 003A,W01000016,44.7,10,1.7
Isle of Anglesey 008C,W01000015,26.5,11.3,3
Isle of Anglesey 006C,W01000014,31,8.9,2
Isle of Anglesey 005B,W01000013,25.2,7.3,3.8
Isle of Anglesey 006B,W01000012,31.9,10.2,4
Isle of Anglesey 008B,W01000011,43.2,7.8,1.9
Isle of Anglesey 002A,W01000010,35.4,11.5,4.5
Isle of Anglesey 007C,W01000009,28.1,12.8,2.6
Isle of Anglesey 008A,W01000008,27.4,11.3,3
Isle of Anglesey 009A,W01000007,29.6,11.3,2.5
Isle of Anglesey 006A,W01000006,28.4,11.5,3.2
Isle of Anglesey 005A,W01000005,39.5,10.8,4.9
Isle of Anglesey 001B,W01000004,27.7,13.7,3.7
Isle of Anglesey 001A,W01000003,38,13.6,2.7
Isle of Anglesey 007B,W01000002,32.6,10,3
Isle of Anglesey 007A,W01000001,41,13.5,5.2
